transaction_id,store_id,employee_id,customer_id,plan_id,transaction_date,transaction_type,status,amount
5592,18,50,2374,5,2025-10-10,Bill Payment,Completed,60.0
5593,15,39,2313,2,2026-03-20,Bill Payment,Completed,40.0
5594,3,6,1596,,2025-11-17,Accessory Sale,Completed,88.46
5595,4,9,1216,6,2025-07-07,Plan Change,Refunded,-3.6
5596,15,41,1500,2,2026-03-23,Bill Payment,Completed,40.0
5597,17,48,2564,4,2025-04-18,Bill Payment,Completed,55.0
5598,12,32,2437,3,2025-03-03,Bill Payment,Completed,45.0
5599,13,33,2101,1,2026-01-26,Bill Payment,Refunded,-30.0
5600,2,4,2033,1,2025-02-13,Bill Payment,Voided,0.0
5601,15,39,1921,1,2025-06-30,Bill Payment,Completed,30.0
5602,8,18,1875,4,2026-04-03,Bill Payment,Completed,55.0
5603,14,36,729,,2026-06-01,Accessory Sale,Completed,78.89
5604,1,2,435,4,2025-01-18,Bill Payment,Completed,55.0
5605,1,1,2348,4,2025-06-05,New Activation,Completed,63.16
5606,10,,1788,1,2026-03-05,Bill Payment,Completed,30.0
5607,14,38,337,2,2025-12-07,Bill Payment,Refunded,-40.0
5608,14,37,312,5,2025-03-01,Bill Payment,Voided,0.0
5609,16,46,1460,2,2025-04-23,Bill Payment,Completed,40.0
5610,12,31,204,4,2025-05-25,New Activation,Completed,67.9
5611,8,19,1391,3,2025-02-24,Bill Payment,Completed,45.0
5612,8,17,2573,6,2025-06-19,Bill Payment,Voided,0.0
5613,14,38,104,,2026-01-26,Accessory Sale,Completed,74.22
5614,11,27,1970,5,2025-04-02,Plan Change,Completed,1.84
5615,15,39,772,1,2025-07-20,New Activation,Completed,38.86
5616,5,12,720,5,2026-06-15,New Activation,Completed,68.8
5617,1,2,2261,6,2026-03-11,Bill Payment,Refunded,-65.0
5618,6,14,1816,1,2025-10-30,Bill Payment,Completed,30.0
5619,14,35,1463,,2025-12-04,Accessory Sale,Completed,73.2
5620,8,18,1545,5,2025-06-27,Bill Payment,Completed,60.0
5621,2,5,573,2,2026-06-27,Bill Payment,Completed,40.0
5622,8,18,2133,6,2025-12-23,Bill Payment,Completed,65.0
5623,5,12,1833,6,2026-03-16,New Activation,Completed,70.0
5624,4,9,1446,,2025-09-17,Accessory Sale,Completed,99.3
5625,1,2,2563,6,2026-03-09,Upgrade,Completed,141.52
5626,2,3,1173,1,2026-01-24,Upgrade,Completed,70.9
5627,1,,1359,3,2025-09-26,Upgrade,Voided,0.0
5628,18,49,1966,2,2026-03-26,Bill Payment,Completed,40.0
5629,16,44,2198,5,2025-01-04,Bill Payment,Completed,60.0
5630,16,44,1831,1,2025-09-26,New Activation,Completed,43.9
5631,18,49,1192,1,2025-04-24,Bill Payment,Completed,30.0
5632,13,34,2106,,2025-03-26,Accessory Sale,Refunded,-127.57
5633,15,42,1993,2,2026-01-18,Plan Change,Completed,2.98
5634,1,2,420,5,2026-05-12,Bill Payment,Completed,60.0
5635,11,27,2598,1,2026-04-18,Bill Payment,Completed,30.0
5636,15,40,1421,3,2025-04-09,Bill Payment,Completed,45.0
5637,3,8,114,6,2025-11-20,New Activation,Completed,79.83
5638,14,35,553,1,2025-02-20,Bill Payment,Completed,30.0
5639,6,14,369,5,2025-07-15,Bill Payment,Voided,0.0
5640,18,50,1997,5,2026-01-20,Bill Payment,Completed,60.0
5641,12,31,2236,6,2025-12-03,Bill Payment,Voided,0.0
5642,13,33,2158,4,2025-08-17,Bill Payment,Completed,55.0
5643,12,32,2363,,2026-01-10,Accessory Sale,Completed,109.99
5644,13,34,2005,4,2026-04-12,Plan Change,Refunded,-8.56
5645,13,33,688,1,2025-04-27,New Activation,Completed,35.25
5646,2,4,572,6,2026-04-17,New Activation,Completed,76.73
5647,8,17,2148,2,2025-12-10,Bill Payment,Completed,40.0
5648,10,,473,1,2026-03-17,New Activation,Completed,40.75
5649,11,30,1760,3,2025-10-19,Plan Change,Refunded,-2.09
5650,1,2,563,,2025-06-12,Accessory Sale,Completed,108.71
5651,8,18,307,5,2025-09-29,Plan Change,Completed,8.39
5652,7,15,1796,,2025-02-07,Accessory Sale,Completed,75.49
5653,2,5,776,,2025-03-13,Accessory Sale,Voided,0.0
5654,15,41,1274,1,2025-11-27,Bill Payment,Completed,30.0
5655,6,13,1586,2,2025-02-06,Bill Payment,Completed,40.0
5656,8,17,567,1,2025-01-05,Bill Payment,Refunded,-30.0
5657,2,5,793,1,2026-02-27,Bill Payment,Completed,30.0
5658,16,46,2533,6,2025-06-17,Bill Payment,Completed,65.0
5659,2,3,2050,2,2026-03-11,Bill Payment,Completed,40.0
5660,1,2,1951,2,2025-12-21,Upgrade,Completed,101.7
5661,14,36,1367,6,2025-10-22,Plan Change,Voided,0.0
5662,6,14,870,,2026-04-21,Accessory Sale,Completed,129.17
5663,11,28,1924,1,2026-04-22,New Activation,Completed,37.1
5664,14,35,991,6,2025-01-08,Bill Payment,Completed,65.0
5665,8,17,1406,,2025-10-15,Accessory Sale,Completed,107.67
5666,6,13,140,2,2025-05-19,New Activation,Completed,53.33
5667,18,49,24,,2025-09-04,Accessory Sale,Completed,108.21
5668,16,44,1706,3,2025-10-08,New Activation,Completed,51.96
5669,9,20,2547,5,2026-02-07,Bill Payment,Completed,60.0
5670,16,45,2100,4,2025-03-21,Bill Payment,Completed,55.0
5671,16,44,72,3,2026-03-15,Upgrade,Completed,111.46
5672,12,32,132,4,2025-07-19,Bill Payment,Completed,55.0
5673,1,1,1935,3,2025-08-03,Bill Payment,Completed,45.0
5674,2,3,2166,2,2026-06-26,Upgrade,Refunded,-99.43
5675,5,12,1087,2,2025-02-01,Bill Payment,Refunded,-40.0
5676,8,18,175,1,2025-06-09,Bill Payment,Completed,30.0
5677,18,,115,3,2026-02-16,Bill Payment,Completed,45.0
5678,3,6,708,2,2026-01-10,Upgrade,Voided,0.0
5679,1,2,2012,3,2025-07-31,Bill Payment,Completed,45.0
5680,14,37,2493,4,2025-08-21,Upgrade,Completed,98.06
5681,5,12,1658,1,2026-04-13,Bill Payment,Voided,0.0
5682,2,4,1304,3,2025-12-04,Bill Payment,Voided,0.0
5683,10,26,311,2,2025-07-13,Upgrade,Refunded,-69.75
5684,13,34,27,6,2025-10-27,Upgrade,Refunded,-127.22
5685,2,3,2544,2,2026-02-21,Bill Payment,Completed,40.0
5686,1,1,380,2,2025-07-08,Bill Payment,Completed,40.0
5687,15,39,588,,2026-04-05,Accessory Sale,Voided,0.0
5688,10,26,2547,3,2025-07-04,Bill Payment,Completed,45.0
5689,3,8,1476,3,2026-05-22,Bill Payment,Completed,45.0
5690,7,15,498,5,2026-01-25,Bill Payment,Completed,60.0
5691,8,17,39,6,2025-12-23,Bill Payment,Refunded,-65.0
5692,12,31,137,5,2025-07-26,Bill Payment,Completed,60.0
5693,1,2,328,6,2026-02-09,Bill Payment,Completed,65.0
5694,18,50,2242,4,2026-06-04,New Activation,Completed,60.33
5695,3,7,2488,3,2025-05-21,Bill Payment,Completed,45.0
5696,12,32,283,6,2026-01-19,Bill Payment,Voided,0.0
5697,5,11,1725,1,2026-05-30,Upgrade,Completed,51.25
5698,3,6,986,4,2025-02-04,Bill Payment,Refunded,-55.0
5699,15,41,591,3,2026-04-27,Bill Payment,Completed,45.0
5700,2,4,889,5,2025-12-23,New Activation,Completed,69.56
5701,5,11,1290,1,2026-04-24,Bill Payment,Refunded,-30.0
5702,11,30,187,5,2025-01-13,Bill Payment,Completed,60.0
5703,8,17,1411,3,2025-09-13,New Activation,Completed,57.36
5704,1,,1363,2,2025-03-17,Bill Payment,Completed,40.0
5705,8,19,1201,6,2026-01-26,Upgrade,Completed,113.83
5706,6,13,1706,1,2025-05-23,Bill Payment,Completed,30.0
5707,3,6,2032,2,2026-06-13,Bill Payment,Completed,40.0
5708,12,31,1446,2,2026-01-01,Plan Change,Completed,8.92
5709,11,28,1362,5,2026-03-26,Upgrade,Completed,111.72
5710,15,40,966,,2025-03-01,Accessory Sale,Voided,0.0
5711,11,30,2243,4,2025-07-19,Bill Payment,Completed,55.0
5712,8,18,2058,1,2026-06-04,Bill Payment,Completed,30.0
5713,5,11,1301,4,2025-06-14,New Activation,Completed,65.18
5714,4,10,2262,6,2025-07-12,Bill Payment,Completed,65.0
5715,6,14,266,5,2025-07-07,Bill Payment,Refunded,-60.0
5716,1,1,1005,1,2025-04-22,Bill Payment,Completed,30.0
5717,4,10,2191,4,2025-08-07,Bill Payment,Completed,55.0
5718,11,28,299,2,2026-03-18,Bill Payment,Refunded,-40.0
5719,9,22,325,5,2026-06-14,Bill Payment,Completed,60.0
5720,2,4,299,1,2026-01-16,Bill Payment,Completed,30.0
5721,2,3,904,5,2026-04-29,Bill Payment,Completed,60.0
5722,9,,697,2,2025-06-29,Bill Payment,Completed,40.0
5723,4,9,2567,6,2025-02-08,New Activation,Completed,79.57
5724,13,33,357,4,2026-05-21,Upgrade,Completed,88.33
5725,3,6,48,3,2025-03-14,Bill Payment,Voided,0.0
5726,14,36,1091,3,2026-01-04,Upgrade,Refunded,-106.69
5727,14,,1744,6,2026-02-19,Bill Payment,Completed,65.0
5728,15,41,1726,6,2025-06-02,Bill Payment,Completed,65.0
5729,17,48,1217,2,2025-02-14,Bill Payment,Completed,40.0
5730,14,36,1768,4,2025-01-15,Bill Payment,Refunded,-55.0
5731,14,35,1713,6,2025-06-26,Bill Payment,Completed,65.0
5732,11,30,300,,2025-08-26,Accessory Sale,Refunded,-121.24
5733,2,4,240,2,2025-05-15,Bill Payment,Completed,40.0
5734,8,17,1555,4,2025-08-06,Bill Payment,Completed,55.0
5735,8,17,33,,2025-04-13,Accessory Sale,Completed,83.17
5736,7,15,2446,1,2026-02-20,Bill Payment,Completed,30.0
5737,13,33,579,4,2025-01-08,Upgrade,Completed,105.07
5738,2,4,74,3,2026-01-15,Bill Payment,Completed,45.0
5739,11,28,2487,5,2025-07-30,Bill Payment,Voided,0.0
5740,10,,1120,,2025-01-10,Accessory Sale,Completed,48.4
5741,15,40,1189,1,2025-10-13,Bill Payment,Refunded,-30.0
5742,16,45,2299,2,2025-08-23,Bill Payment,Completed,40.0
5743,6,14,346,6,2025-03-31,Bill Payment,Completed,65.0
5744,6,13,1678,6,2025-05-02,Bill Payment,Completed,65.0
5745,12,31,1420,3,2025-04-23,Bill Payment,Completed,45.0
5746,18,49,1117,6,2025-01-06,New Activation,Completed,77.29
5747,8,19,1456,5,2025-12-24,Bill Payment,Completed,60.0
5748,2,5,1765,2,2025-07-27,Bill Payment,Voided,0.0
5749,14,37,761,4,2026-02-14,Bill Payment,Refunded,-55.0
5750,11,28,372,2,2025-09-15,Bill Payment,Completed,40.0
5751,4,9,1444,,2025-02-22,Accessory Sale,Completed,57.67
5752,11,28,912,2,2026-05-27,Bill Payment,Completed,40.0
5753,18,49,2031,6,2025-03-01,New Activation,Completed,76.57
5754,15,42,1658,6,2025-06-24,Bill Payment,Completed,65.0
5755,3,8,1212,5,2025-04-23,Bill Payment,Completed,60.0
5756,12,32,2547,1,2025-11-04,Plan Change,Completed,3.5
5757,10,25,1634,,2025-12-01,Accessory Sale,Completed,103.71
5758,1,1,811,6,2025-09-26,Bill Payment,Completed,65.0
5759,1,1,1240,2,2025-03-31,Bill Payment,Completed,40.0
5760,11,29,2188,5,2025-08-26,Bill Payment,Completed,60.0
5761,13,34,2585,2,2026-01-03,Bill Payment,Completed,40.0
5762,9,21,997,1,2026-06-08,Bill Payment,Refunded,-30.0
5763,11,28,1301,2,2026-04-09,New Activation,Completed,50.19
5764,3,8,1678,5,2026-01-13,Bill Payment,Completed,60.0
5765,6,14,112,1,2025-12-20,New Activation,Completed,44.82
5766,2,4,1037,,2025-07-17,Accessory Sale,Completed,83.25
5767,14,38,968,4,2026-03-08,Bill Payment,Completed,55.0
5768,6,13,1851,,2025-03-22,Accessory Sale,Completed,96.67
5769,2,4,1961,3,2025-04-26,Bill Payment,Refunded,-45.0
5770,8,18,208,2,2025-07-26,Bill Payment,Completed,40.0
5771,10,24,1506,4,2025-01-24,Upgrade,Completed,111.72
5772,6,14,2081,5,2025-11-08,Bill Payment,Completed,60.0
5773,13,33,1493,4,2025-07-20,Bill Payment,Completed,55.0
5774,8,17,2209,3,2026-06-21,Bill Payment,Completed,45.0
5775,16,43,2402,,2025-02-06,Accessory Sale,Voided,0.0
5776,14,35,661,5,2025-03-14,Bill Payment,Completed,60.0
5777,18,50,307,,2026-03-26,Accessory Sale,Completed,10.76
5778,13,34,1955,5,2025-12-31,New Activation,Completed,65.87
5779,16,43,139,5,2026-01-16,Bill Payment,Refunded,-60.0
5780,3,6,1292,3,2025-09-24,Bill Payment,Completed,45.0
5781,17,47,2065,5,2025-07-02,Bill Payment,Refunded,-60.0
5782,8,18,2282,6,2025-12-18,Bill Payment,Refunded,-65.0
5783,18,50,1630,6,2025-11-17,Bill Payment,Completed,65.0
5784,2,,520,6,2025-03-02,Bill Payment,Completed,65.0
5785,11,28,2339,2,2026-04-17,Bill Payment,Completed,40.0
5786,9,20,825,6,2026-06-30,New Activation,Completed,78.22
5787,14,38,450,3,2025-04-23,Bill Payment,Completed,45.0
5788,15,40,1556,4,2025-10-16,Bill Payment,Completed,55.0
5789,17,47,545,5,2025-03-17,Bill Payment,Completed,60.0
5790,14,38,1864,5,2026-06-22,Bill Payment,Completed,60.0
5791,7,16,547,2,2025-02-18,New Activation,Voided,0.0
5792,2,5,1958,,2026-04-27,Accessory Sale,Completed,61.47
5793,17,,1453,4,2025-10-25,Plan Change,Completed,4.23
5794,8,17,1982,2,2025-03-17,Plan Change,Completed,1.32
5795,3,,1058,4,2025-09-04,Bill Payment,Completed,55.0
5796,4,,2311,6,2026-04-01,Upgrade,Completed,109.64
5797,12,32,618,4,2025-01-28,Bill Payment,Completed,55.0
5798,2,5,705,1,2025-01-22,Bill Payment,Completed,30.0
5799,14,37,1955,4,2026-06-18,Bill Payment,Completed,55.0
5800,13,34,197,,2025-12-29,Accessory Sale,Completed,48.85
5801,10,25,195,2,2025-06-12,Bill Payment,Completed,40.0
5802,18,50,979,,2025-09-03,Accessory Sale,Completed,11.97
5803,12,31,2469,6,2025-07-04,New Activation,Refunded,-70.88
5804,11,28,897,1,2025-02-01,Bill Payment,Completed,30.0
5805,11,28,1928,1,2025-05-26,Upgrade,Completed,103.49
5806,2,5,1630,3,2025-04-29,Bill Payment,Completed,45.0
5807,8,17,1996,4,2026-04-05,Bill Payment,Completed,55.0
5808,16,43,1791,,2025-02-27,Accessory Sale,Completed,82.13
5809,2,4,781,6,2025-07-29,Bill Payment,Completed,65.0
5810,3,7,686,6,2025-05-07,Bill Payment,Completed,65.0
5811,6,13,1422,5,2025-11-18,Bill Payment,Completed,60.0
5812,2,4,2546,4,2025-10-05,Bill Payment,Completed,55.0
5813,6,13,1569,1,2025-02-20,New Activation,Completed,43.64
5814,9,22,1630,,2026-02-10,Accessory Sale,Completed,63.98
5815,12,31,251,4,2025-11-24,Bill Payment,Completed,55.0
5816,16,43,2200,,2026-04-17,Accessory Sale,Completed,90.16
5817,18,49,1675,,2025-12-22,Accessory Sale,Completed,41.32
5818,18,49,1386,1,2025-09-02,Plan Change,Completed,8.01
5819,5,11,2011,4,2026-06-05,Bill Payment,Completed,55.0
5820,8,17,2493,6,2025-03-12,Plan Change,Refunded,-5.13
5821,12,32,2256,,2026-03-21,Accessory Sale,Completed,66.96
5822,18,49,455,6,2025-10-19,Bill Payment,Voided,0.0
5823,9,21,1995,3,2025-01-19,Bill Payment,Completed,45.0
5824,10,26,1668,5,2026-04-19,Bill Payment,Completed,60.0
5825,7,15,586,,2025-10-13,Accessory Sale,Completed,112.59
5826,4,9,2481,2,2026-03-17,Upgrade,Completed,76.27
5827,17,47,2012,2,2026-06-02,New Activation,Completed,51.03
5828,8,17,312,4,2026-02-07,Bill Payment,Completed,55.0
5829,13,34,377,4,2025-11-08,Bill Payment,Completed,55.0
5830,8,19,1529,5,2025-11-21,Bill Payment,Refunded,-60.0
5831,11,29,568,2,2025-08-07,Bill Payment,Completed,40.0
5832,16,44,875,6,2025-08-29,New Activation,Completed,79.01
5833,6,13,864,6,2026-03-12,Bill Payment,Voided,0.0
5834,13,33,156,6,2025-12-28,Bill Payment,Completed,65.0
5835,16,45,627,3,2025-05-19,Bill Payment,Completed,45.0
5836,3,6,729,5,2025-11-05,Bill Payment,Completed,60.0
5837,8,17,628,1,2025-11-11,Bill Payment,Completed,30.0
5838,13,34,583,,2025-05-27,Accessory Sale,Refunded,-33.87
5839,9,23,1687,2,2026-05-31,Bill Payment,Voided,0.0
5840,8,17,1054,4,2026-05-11,Bill Payment,Completed,55.0
5841,9,,2507,6,2025-01-07,Bill Payment,Voided,0.0
5842,10,24,670,4,2025-08-04,Bill Payment,Completed,55.0
5843,6,13,2432,4,2025-07-10,Bill Payment,Completed,55.0
5844,3,6,2450,2,2025-02-08,Bill Payment,Completed,40.0
5845,3,7,57,4,2025-01-03,Bill Payment,Completed,55.0
5846,5,11,2241,6,2025-07-19,Bill Payment,Completed,65.0
5847,7,16,916,5,2026-01-07,Bill Payment,Refunded,-60.0
5848,8,17,2029,6,2025-03-29,Upgrade,Completed,123.39
5849,13,34,2058,4,2026-04-14,Bill Payment,Completed,55.0
5850,9,21,1491,6,2026-04-13,New Activation,Completed,72.01
5851,17,48,2049,5,2025-10-21,Bill Payment,Completed,60.0
5852,15,42,313,6,2025-12-01,Bill Payment,Completed,65.0
5853,18,49,1728,,2025-05-24,Accessory Sale,Completed,21.94
5854,6,13,470,6,2026-02-15,Bill Payment,Completed,65.0
5855,14,37,2529,2,2026-05-18,Bill Payment,Completed,40.0
5856,1,1,1696,1,2025-08-15,Bill Payment,Completed,30.0
5857,13,,2305,4,2025-07-05,Upgrade,Completed,116.12
5858,2,4,1515,6,2025-10-03,Bill Payment,Completed,65.0
5859,1,2,1878,4,2025-03-09,Plan Change,Voided,0.0
5860,14,37,2170,,2025-10-19,Accessory Sale,Refunded,-74.89
5861,13,33,581,6,2025-11-23,Plan Change,Completed,6.25
5862,5,11,1171,4,2025-07-04,Bill Payment,Completed,55.0
5863,4,9,1808,,2026-01-04,Accessory Sale,Completed,130.13
5864,5,12,2098,6,2025-03-28,Bill Payment,Completed,65.0
5865,6,13,2124,1,2025-07-04,Upgrade,Completed,83.65
5866,14,36,1520,5,2025-03-11,Bill Payment,Completed,60.0
5867,16,43,1267,3,2025-04-04,Bill Payment,Completed,45.0
5868,18,50,385,2,2026-01-29,Plan Change,Completed,1.65
5869,5,12,1024,1,2025-03-26,Bill Payment,Completed,30.0
5870,3,6,1756,,2025-10-16,Accessory Sale,Completed,18.89
5871,9,22,1873,1,2026-06-20,New Activation,Completed,40.42
5872,9,21,1464,,2025-06-18,Accessory Sale,Completed,24.24
5873,8,19,60,5,2025-01-23,Bill Payment,Completed,60.0
5874,17,,2169,,2026-01-02,Accessory Sale,Completed,44.25
5875,14,35,2147,2,2025-09-27,Bill Payment,Completed,40.0
5876,6,14,2219,2,2025-03-07,Bill Payment,Completed,40.0
5877,8,17,923,,2025-01-20,Accessory Sale,Completed,29.24
5878,14,35,517,2,2025-06-05,Bill Payment,Completed,40.0
5879,12,31,879,3,2026-03-20,Bill Payment,Completed,45.0
5880,5,11,137,4,2025-11-25,Bill Payment,Completed,55.0
5881,11,29,945,3,2025-08-20,New Activation,Completed,55.17
5882,6,13,420,2,2025-08-29,Bill Payment,Completed,40.0
5883,8,18,415,3,2026-01-10,Bill Payment,Completed,45.0
5884,18,49,973,6,2025-08-29,Bill Payment,Completed,65.0
5885,14,36,1231,2,2025-12-22,Bill Payment,Voided,0.0
5886,17,47,1454,1,2025-11-03,Bill Payment,Refunded,-30.0
5887,6,13,1210,4,2026-06-16,Bill Payment,Refunded,-55.0
5888,3,6,1020,2,2025-12-07,Bill Payment,Completed,40.0
5889,3,8,2554,6,2026-05-29,New Activation,Completed,74.3
5890,14,36,1757,6,2025-05-22,Upgrade,Completed,105.71
5891,9,20,1039,1,2025-11-19,Bill Payment,Completed,30.0
5892,9,23,2381,2,2026-01-06,Upgrade,Completed,84.73
5893,3,7,430,5,2026-04-03,Bill Payment,Refunded,-60.0
5894,3,8,2579,1,2025-01-19,Bill Payment,Completed,30.0
5895,12,32,372,6,2026-04-14,New Activation,Completed,74.21
5896,6,14,155,3,2025-09-09,Upgrade,Completed,113.64
5897,18,50,1944,1,2026-02-01,Upgrade,Completed,68.67
5898,18,,1635,5,2025-03-12,Upgrade,Voided,0.0
5899,14,37,2083,,2025-05-29,Accessory Sale,Completed,97.79
5900,5,11,1632,3,2025-02-22,New Activation,Completed,52.92
5901,2,3,368,2,2025-05-02,Bill Payment,Completed,40.0
5902,5,11,2578,6,2025-01-16,Bill Payment,Completed,65.0
5903,2,5,2404,1,2026-05-06,Bill Payment,Completed,30.0
5904,12,31,2274,1,2025-09-06,Bill Payment,Completed,30.0
5905,2,3,1948,,2025-08-01,Accessory Sale,Completed,117.08
5906,9,23,2078,5,2025-10-17,Bill Payment,Completed,60.0
5907,18,49,1191,4,2025-03-18,Bill Payment,Voided,0.0
5908,4,10,2425,5,2025-05-13,Bill Payment,Completed,60.0
5909,1,1,2267,1,2025-03-11,Bill Payment,Completed,30.0
5910,2,5,1628,4,2025-08-18,Bill Payment,Completed,55.0
5911,16,46,1618,3,2025-12-13,New Activation,Voided,0.0
5912,2,4,1663,,2025-07-06,Accessory Sale,Completed,85.88
5913,11,30,2492,2,2025-02-11,Bill Payment,Completed,40.0
5914,9,,1690,4,2025-02-09,Bill Payment,Completed,55.0
5915,11,30,2291,3,2025-10-22,Bill Payment,Completed,45.0
5916,14,38,538,2,2025-12-04,New Activation,Refunded,-46.21
5917,9,20,1217,3,2025-08-26,Upgrade,Completed,100.05
5918,1,2,139,2,2025-11-16,Bill Payment,Completed,40.0
5919,2,5,1219,4,2025-02-08,Bill Payment,Completed,55.0
5920,9,20,2245,2,2025-07-01,Bill Payment,Completed,40.0
5921,3,6,1394,,2025-09-11,Accessory Sale,Completed,121.12
5922,3,8,2395,,2025-03-02,Accessory Sale,Completed,93.64
5923,5,12,900,3,2026-04-13,Bill Payment,Completed,45.0
5924,18,49,1877,1,2025-12-12,Bill Payment,Completed,30.0
5925,15,41,1201,6,2026-06-22,Bill Payment,Completed,65.0
5926,17,,2033,4,2026-01-31,Bill Payment,Completed,55.0
5927,3,8,560,5,2025-12-13,Plan Change,Completed,0.94
5928,15,41,1493,4,2025-11-17,Bill Payment,Completed,55.0
5929,11,,1277,1,2025-03-27,Bill Payment,Voided,0.0
5930,8,19,2123,3,2026-04-30,Bill Payment,Completed,45.0
5931,6,14,1272,4,2026-01-08,Bill Payment,Completed,55.0
5932,7,16,60,6,2025-05-05,Bill Payment,Completed,65.0
5933,11,28,418,6,2025-06-13,Bill Payment,Completed,65.0
5934,18,49,1224,6,2026-02-15,Bill Payment,Completed,65.0
5935,3,6,720,2,2026-03-27,New Activation,Completed,49.43
5936,13,33,381,1,2025-09-07,Bill Payment,Refunded,-30.0
5937,12,31,1773,4,2025-09-08,Bill Payment,Completed,55.0
5938,1,2,560,,2026-02-09,Accessory Sale,Completed,118.58
5939,13,34,1822,,2025-09-08,Accessory Sale,Completed,46.1
5940,9,,2299,4,2025-10-23,Bill Payment,Refunded,-55.0
5941,16,45,2573,2,2026-06-04,Bill Payment,Completed,40.0
5942,15,42,480,3,2026-06-23,Bill Payment,Voided,0.0
5943,3,7,2584,6,2025-07-07,Bill Payment,Completed,65.0
5944,18,49,2477,6,2025-10-31,Bill Payment,Refunded,-65.0
5945,6,13,2172,,2026-01-27,Accessory Sale,Completed,124.2
5946,8,19,2211,3,2025-04-03,Bill Payment,Voided,0.0
5947,6,14,1726,3,2026-03-02,Bill Payment,Voided,0.0
5948,12,31,2162,1,2025-04-20,New Activation,Completed,38.08
5949,1,2,1185,5,2025-12-07,New Activation,Voided,0.0
5950,7,15,836,1,2025-12-10,Upgrade,Voided,0.0
5951,5,,1506,1,2025-10-14,Bill Payment,Completed,30.0
5952,14,37,1245,,2025-03-24,Accessory Sale,Voided,0.0
5953,14,36,1580,2,2026-04-04,Bill Payment,Completed,40.0
5954,3,8,581,4,2025-04-11,New Activation,Completed,67.48
5955,4,9,877,1,2025-02-14,Upgrade,Refunded,-65.82
5956,12,32,2548,2,2025-05-17,Bill Payment,Voided,0.0
5957,5,11,442,1,2025-08-08,Bill Payment,Completed,30.0
5958,14,36,1704,3,2026-02-24,Bill Payment,Completed,45.0
5959,1,1,2542,5,2026-03-14,Bill Payment,Completed,60.0
5960,2,4,2535,1,2026-04-01,Bill Payment,Completed,30.0
5961,3,6,2567,,2025-10-13,Accessory Sale,Completed,116.25
5962,18,50,451,1,2025-01-26,Upgrade,Completed,50.54
5963,8,19,2261,5,2025-11-17,Bill Payment,Completed,60.0
5964,2,5,1531,1,2026-02-15,New Activation,Completed,40.76
5965,4,10,1418,5,2026-04-06,Bill Payment,Completed,60.0
5966,5,12,970,4,2026-05-05,Bill Payment,Completed,55.0
5967,12,31,806,4,2025-09-08,Plan Change,Completed,2.04
5968,5,11,1270,2,2025-07-09,Bill Payment,Completed,40.0
5969,3,8,2537,2,2025-01-11,New Activation,Completed,49.97
5970,3,7,552,3,2026-03-06,Bill Payment,Completed,45.0
5971,1,1,447,,2025-09-30,Accessory Sale,Completed,22.19
5972,10,25,1364,3,2026-06-03,Bill Payment,Completed,45.0
5973,2,5,53,5,2026-06-12,Bill Payment,Refunded,-60.0
5974,8,17,642,6,2025-07-10,Bill Payment,Voided,0.0
5975,17,47,440,1,2025-08-18,Upgrade,Completed,108.22
5976,4,10,2210,4,2025-01-31,Bill Payment,Completed,55.0
5977,7,15,1337,3,2026-04-05,Bill Payment,Completed,45.0
5978,3,6,89,4,2026-04-23,Bill Payment,Voided,0.0
5979,7,16,741,3,2025-10-27,Plan Change,Completed,6.11
5980,6,14,878,5,2026-02-16,New Activation,Completed,74.17
5981,5,11,1775,3,2025-07-12,Bill Payment,Completed,45.0
5982,5,11,1296,4,2026-04-11,New Activation,Completed,65.11
5983,11,28,929,2,2026-01-22,Upgrade,Completed,117.8
5984,18,50,1900,3,2026-02-28,Bill Payment,Refunded,-45.0
5985,11,28,1461,2,2026-02-11,New Activation,Completed,48.99
5986,2,5,1665,4,2025-10-29,New Activation,Completed,69.89
5987,13,33,2018,3,2026-02-22,Bill Payment,Completed,45.0
5988,15,42,2008,1,2025-05-27,Bill Payment,Completed,30.0
5989,18,50,2385,3,2025-07-20,Bill Payment,Refunded,-45.0
5990,18,49,1288,1,2025-04-12,Upgrade,Completed,64.27
5991,3,8,2501,1,2026-03-04,Bill Payment,Completed,30.0
5992,18,50,2579,2,2026-05-03,Bill Payment,Completed,40.0
5993,18,50,2025,,2025-10-15,Accessory Sale,Completed,57.88
5994,17,47,2462,4,2025-06-27,Plan Change,Completed,2.89
5995,13,33,2148,,2026-04-20,Accessory Sale,Refunded,-116.26
5996,16,45,753,,2025-01-22,Accessory Sale,Completed,135.67
5997,3,8,2004,4,2026-03-18,New Activation,Voided,0.0
5998,14,38,1239,4,2025-08-19,Bill Payment,Completed,55.0
5999,15,42,1263,4,2025-08-15,Bill Payment,Completed,55.0
6000,3,8,953,5,2026-04-21,Bill Payment,Completed,60.0
6001,8,18,2264,1,2025-06-01,Bill Payment,Completed,30.0
6002,6,14,1142,1,2026-02-07,Bill Payment,Completed,30.0
6003,14,37,314,,2026-04-04,Accessory Sale,Completed,72.8
6004,11,27,1854,4,2025-03-28,New Activation,Completed,63.78
6005,14,36,410,6,2026-04-12,Bill Payment,Completed,65.0
6006,7,15,835,4,2025-02-24,Bill Payment,Voided,0.0
6007,14,37,390,6,2026-03-02,New Activation,Completed,72.73
6008,4,10,1698,4,2025-06-24,Bill Payment,Completed,55.0
